ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt,Freight,TotalSalesAmount,Profit
312,20110108,20110120,20110115,16527,6,9,SO43740,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110109,20110121,20110116,27671,100,1,SO43741,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110109,20110121,20110116,13576,98,10,SO43742,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
347,20110109,20110121,20110116,11007,6,9,SO43743,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
313,20110109,20110121,20110116,16631,6,9,SO43744,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110110,20110122,20110117,16514,6,9,SO43745,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110110,20110122,20110117,16616,6,9,SO43746,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110111,20110123,20110118,27623,100,4,SO43747,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110111,20110123,20110118,27625,100,1,SO43748,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110111,20110123,20110118,27636,100,1,SO43749,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110111,20110123,20110118,11591,39,7,SO43750,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110111,20110123,20110118,11592,39,7,SO43751,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110111,20110123,20110118,13265,29,8,SO43752,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110111,20110123,20110118,16482,6,9,SO43753,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110112,20110124,20110119,27617,100,1,SO43754,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110112,20110124,20110119,27670,100,4,SO43755,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
332,20110112,20110124,20110119,19941,98,10,SO43756,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
350,20110112,20110124,20110119,11017,6,9,SO43757,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
310,20110113,20110125,20110120,27646,100,4,SO43758,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110113,20110125,20110120,13257,29,8,SO43759,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110113,20110125,20110120,16352,6,9,SO43760,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110113,20110125,20110120,16493,6,9,SO43761,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110114,20110126,20110121,27578,100,4,SO43762,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110114,20110126,20110121,16525,6,9,SO43763,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110114,20110126,20110121,16612,6,9,SO43764,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
346,20110114,20110126,20110121,11010,6,9,SO43765,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
313,20110115,20110127,20110122,16518,6,9,SO43766,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
350,20110115,20110127,20110122,11001,6,9,SO43767,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
312,20110116,20110128,20110123,27649,100,1,SO43768,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110116,20110128,20110123,21659,19,6,SO43769,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110116,20110128,20110123,27614,100,1,SO43770,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
330,20110116,20110128,20110123,14559,100,4,SO43771,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
312,20110116,20110128,20110123,16524,6,9,SO43772,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110116,20110128,20110123,16526,6,9,SO43773,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110116,20110128,20110123,16348,6,9,SO43774,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
347,20110116,20110128,20110123,11027,6,9,SO43775,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
314,20110117,20110129,20110124,13260,29,8,SO43776,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110117,20110129,20110124,16515,6,9,SO43777,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
345,20110117,20110129,20110124,11018,6,9,SO43778,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
326,20110117,20110129,20110124,25252,6,9,SO43779,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
311,20110118,20110130,20110125,11599,39,7,SO43780,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110118,20110130,20110125,16495,6,9,SO43781,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110118,20110130,20110125,16516,6,9,SO43782,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110118,20110130,20110125,16620,6,9,SO43783,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110119,20110131,20110126,27667,100,4,SO43784,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110119,20110131,20110126,11601,39,7,SO43785,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110119,20110131,20110126,11607,39,7,SO43786,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
344,20110119,20110131,20110126,29385,29,8,SO43787,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
351,20110119,20110131,20110126,11239,98,10,SO43788,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
351,20110119,20110131,20110126,25865,100,1,SO43789,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
344,20110119,20110131,20110126,25857,100,1,SO43790,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
314,20110119,20110131,20110126,16484,6,9,SO43791,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110119,20110131,20110126,16623,6,9,SO43792,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
344,20110119,20110131,20110126,11000,6,9,SO43793,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
347,20110119,20110131,20110126,11029,6,9,SO43794,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
312,20110120,20110201,20110127,27615,100,4,SO43795,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
342,20110120,20110201,20110127,17956,39,7,SO43796,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
312,20110120,20110201,20110127,16345,6,9,SO43797,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110120,20110201,20110127,16521,6,9,SO43798,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110120,20110201,20110127,16636,6,9,SO43799,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110121,20110202,20110128,21710,19,6,SO43800,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110121,20110202,20110128,13583,98,10,SO43801,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110121,20110202,20110128,11593,39,7,SO43802,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110122,20110203,20110129,21741,19,6,SO43803,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110122,20110203,20110129,13585,98,10,SO43804,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
328,20110122,20110203,20110129,14510,100,1,SO43805,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
312,20110122,20110203,20110129,16523,6,9,SO43806,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110123,20110204,20110130,11611,39,7,SO43807,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110123,20110204,20110130,13259,29,8,SO43808,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110123,20110204,20110130,16350,6,9,SO43809,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
345,20110123,20110204,20110130,11004,6,9,SO43810,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
346,20110123,20110204,20110130,11026,6,9,SO43811,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
312,20110124,20110205,20110131,27662,100,4,SO43812,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
350,20110124,20110205,20110131,28390,39,7,SO43813,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
350,20110124,20110205,20110131,25866,100,1,SO43814,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
311,20110124,20110205,20110131,16494,6,9,SO43815,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110124,20110205,20110131,16496,6,9,SO43816,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110124,20110205,20110131,16519,6,9,SO43817,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110124,20110205,20110131,16528,6,9,SO43818,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
346,20110124,20110205,20110131,11006,6,9,SO43819,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
312,20110125,20110206,20110201,27651,100,4,SO43820,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110125,20110206,20110201,27663,100,4,SO43821,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110125,20110206,20110201,27669,100,4,SO43822,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
342,20110125,20110206,20110201,19942,98,10,SO43823,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
338,20110125,20110206,20110201,14558,100,1,SO43824,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
313,20110125,20110206,20110201,16349,6,9,SO43825,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
348,20110125,20110206,20110201,11008,6,9,SO43826,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
338,20110125,20110206,20110201,25250,6,9,SO43827,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
310,20110126,20110207,20110202,27605,100,1,SO43828,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110126,20110207,20110202,27611,100,4,SO43829,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110126,20110207,20110202,16347,6,9,SO43830,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
349,20110126,20110207,20110202,11028,6,9,SO43831,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
310,20110126,20110207,20110202,13584,98,10,SO43832,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110127,20110208,20110203,21727,19,6,SO43833,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
348,20110127,20110208,20110203,28393,39,7,SO43834,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
348,20110127,20110208,20110203,19802,19,6,SO43835,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
324,20110127,20110208,20110203,26620,19,6,SO43836,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
350,20110127,20110208,20110203,11009,6,9,SO43837,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
313,20110128,20110209,20110204,27641,100,4,SO43838,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110128,20110209,20110204,27673,100,1,SO43839,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
326,20110128,20110209,20110204,17957,39,7,SO43840,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
314,20110128,20110209,20110204,13406,29,8,SO43841,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110128,20110209,20110204,16630,6,9,SO43842,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110129,20110210,20110205,22041,19,6,SO43918,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110129,20110210,20110205,12124,39,7,SO43919,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110129,20110210,20110205,28066,100,4,SO43920,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110129,20110210,20110205,16743,6,9,SO43921,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110129,20110210,20110205,13546,29,8,SO43922,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110130,20110211,20110206,28018,100,4,SO43923,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110130,20110211,20110206,12132,39,7,SO43924,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110130,20110211,20110206,16661,6,9,SO43925,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
351,20110131,20110212,20110207,11055,6,9,SO43926,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
314,20110131,20110212,20110207,16662,6,9,SO43927,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110131,20110212,20110207,16740,6,9,SO43928,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
322,20110131,20110212,20110207,25270,6,9,SO43929,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
312,20110201,20110213,20110208,28038,100,4,SO43930,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110201,20110213,20110208,13548,29,8,SO43931,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110201,20110213,20110208,16741,6,9,SO43932,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
347,20110201,20110213,20110208,11031,6,9,SO43933,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
346,20110201,20110213,20110208,11034,6,9,SO43934,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
334,20110202,20110214,20110209,20048,98,10,SO43935,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
311,20110202,20110214,20110209,28065,100,4,SO43936,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110202,20110214,20110209,17047,6,9,SO43937,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110202,20110214,20110209,16686,6,9,SO43938,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110202,20110214,20110209,16659,6,9,SO43939,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
336,20110202,20110214,20110209,25294,6,9,SO43940,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
314,20110203,20110215,20110210,13600,98,10,SO43941,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110203,20110215,20110210,17051,6,9,SO43942,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
338,20110203,20110215,20110210,14565,100,4,SO43943,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
344,20110203,20110215,20110210,11054,6,9,SO43944,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
310,20110203,20110215,20110210,16675,6,9,SO43945,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
313,20110203,20110215,20110210,16687,6,9,SO43946,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
310,20110203,20110215,20110210,16712,6,9,SO43947,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
345,20110203,20110215,20110210,11047,6,9,SO43948,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
310,20110204,20110216,20110211,27726,100,4,SO43949,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110204,20110216,20110211,28014,100,4,SO43950,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
311,20110204,20110216,20110211,16696,6,9,SO43951,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110204,20110216,20110211,16639,6,9,SO43952,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
342,20110205,20110217,20110212,20049,98,10,SO43953,1,413.1463,413.1463,699.0982,55.9279,17.4775,772.5036,285.9519
311,20110205,20110217,20110212,13602,98,10,SO43954,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110205,20110217,20110212,13661,98,10,SO43955,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
344,20110205,20110217,20110212,11030,6,9,SO43956,1,1912.1544,1912.1544,3399.99,271.9992,84.9998,3756.989,1487.8355999999999
313,20110206,20110218,20110213,28068,100,4,SO43957,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110206,20110218,20110213,16658,6,9,SO43958,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
348,20110206,20110218,20110213,11035,6,9,SO43959,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
349,20110206,20110218,20110213,11046,6,9,SO43960,1,1898.0944,1898.0944,3374.99,269.9992,84.3748,3729.364,1476.8955999999998
311,20110207,20110219,20110214,28031,100,4,SO43961,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110207,20110219,20110214,28076,100,4,SO43962,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
314,20110207,20110219,20110214,16685,6,9,SO43963,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
312,20110207,20110219,20110214,16745,6,9,SO43964,1,2171.2942,2171.2942,3578.27,286.2616,89.4568,3953.9883999999997,1406.9758000000002
